game_id,season,season_type,game_date
0022500662,2025-26,Regular Season,2025-12-24
0022500663,2025-26,Regular Season,2025-12-24
0022500659,2025-26,Regular Season,2025-12-25
0022500657,2025-26,Regular Season,2025-12-25
0022500658,2025-26,Regular Season,2025-12-25
0022500660,2025-26,Regular Season,2025-12-25
0022500661,2025-26,Regular Season,2025-12-25
0022500662,2025-26,Regular Season,2025-12-25
0022500663,2025-26,Regular Season,2025-12-25
0022500659,2025-26,Regular Season,2025-12-26
0022500657,2025-26,Regular Season,2025-12-26
0022500658,2025-26,Regular Season,2025-12-26
0022500660,2025-26,Regular Season,2025-12-26
0022500661,2025-26,Regular Season,2025-12-26
0022500662,2025-26,Regular Season,2025-12-26
0022500663,2025-26,Regular Season,2025-12-26
0022500659,2025-26,Regular Season,2025-12-27
0022500657,2025-26,Regular Season,2025-12-27
0022500658,2025-26,Regular Season,2025-12-27
0022500660,2025-26,Regular Season,2025-12-27
0022500661,2025-26,Regular Season,2025-12-27
0022500662,2025-26,Regular Season,2025-12-27
0022500663,2025-26,Regular Season,2025-12-27
0022500659,2025-26,Regular Season,2025-12-28
0022500657,2025-26,Regular Season,2025-12-28
0022500658,2025-26,Regular Season,2025-12-28
0022500660,2025-26,Regular Season,2025-12-28
0022500661,2025-26,Regular Season,2025-12-28
0022500662,2025-26,Regular Season,2025-12-28
0022500663,2025-26,Regular Season,2025-12-28
0022500659,2025-26,Regular Season,2025-12-29
0022500657,2025-26,Regular Season,2025-12-29
0022500658,2025-26,Regular Season,2025-12-29
0022500660,2025-26,Regular Season,2025-12-29
0022500661,2025-26,Regular Season,2025-12-29
0022500662,2025-26,Regular Season,2025-12-29
0022500663,2025-26,Regular Season,2025-12-29
0022500659,2025-26,Regular Season,2025-12-30
0022500657,2025-26,Regular Season,2025-12-30
0022500658,2025-26,Regular Season,2025-12-30
0022500660,2025-26,Regular Season,2025-12-30
0022500661,2025-26,Regular Season,2025-12-30
0022500662,2025-26,Regular Season,2025-12-30
0022500663,2025-26,Regular Season,2025-12-30
0022500659,2025-26,Regular Season,2025-12-31
0022500657,2025-26,Regular Season,2025-12-31
0022500658,2025-26,Regular Season,2025-12-31
0022500660,2025-26,Regular Season,2025-12-31
0022500661,2025-26,Regular Season,2025-12-31
0022500662,2025-26,Regular Season,2025-12-31
0022500663,2025-26,Regular Season,2025-12-31
0022500659,2025-26,Regular Season,2026-01-01
0022500657,2025-26,Regular Season,2026-01-01
0022500658,2025-26,Regular Season,2026-01-01
0022500660,2025-26,Regular Season,2026-01-01
0022500661,2025-26,Regular Season,2026-01-01
0022500662,2025-26,Regular Season,2026-01-01
0022500663,2025-26,Regular Season,2026-01-01
0022500659,2025-26,Regular Season,2026-01-02
0022500657,2025-26,Regular Season,2026-01-02
0022500658,2025-26,Regular Season,2026-01-02
0022500660,2025-26,Regular Season,2026-01-02
0022500661,2025-26,Regular Season,2026-01-02
0022500662,2025-26,Regular Season,2026-01-02
0022500663,2025-26,Regular Season,2026-01-02
0022500659,2025-26,Regular Season,2026-01-03
0022500657,2025-26,Regular Season,2026-01-03
0022500658,2025-26,Regular Season,2026-01-03
0022500660,2025-26,Regular Season,2026-01-03
0022500661,2025-26,Regular Season,2026-01-03
0022500662,2025-26,Regular Season,2026-01-03
0022500663,2025-26,Regular Season,2026-01-03
0022500659,2025-26,Regular Season,2026-01-04
0022500657,2025-26,Regular Season,2026-01-04
0022500658,2025-26,Regular Season,2026-01-04
0022500660,2025-26,Regular Season,2026-01-04
0022500661,2025-26,Regular Season,2026-01-04
0022500662,2025-26,Regular Season,2026-01-04
0022500663,2025-26,Regular Season,2026-01-04
0022500659,2025-26,Regular Season,2026-01-05
0022500657,2025-26,Regular Season,2026-01-05
0022500658,2025-26,Regular Season,2026-01-05
0022500660,2025-26,Regular Season,2026-01-05
0022500661,2025-26,Regular Season,2026-01-05
0022500662,2025-26,Regular Season,2026-01-05
0022500663,2025-26,Regular Season,2026-01-05
0022500659,2025-26,Regular Season,2026-01-06
0022500657,2025-26,Regular Season,2026-01-06
0022500658,2025-26,Regular Season,2026-01-06
0022500660,2025-26,Regular Season,2026-01-06
0022500661,2025-26,Regular Season,2026-01-06
0022500662,2025-26,Regular Season,2026-01-06
0022500663,2025-26,Regular Season,2026-01-06
0022500659,2025-26,Regular Season,2026-01-07
0022500657,2025-26,Regular Season,2026-01-07
0022500658,2025-26,Regular Season,2026-01-07
0022500660,2025-26,Regular Season,2026-01-07
0022500661,2025-26,Regular Season,2026-01-07
0022500662,2025-26,Regular Season,2026-01-07
0022500663,2025-26,Regular Season,2026-01-07
0022500659,2025-26,Regular Season,2026-01-08
0022500657,2025-26,Regular Season,2026-01-08
0022500658,2025-26,Regular Season,2026-01-08
0022500660,2025-26,Regular Season,2026-01-08
0022500661,2025-26,Regular Season,2026-01-08
0022500662,2025-26,Regular Season,2026-01-08
0022500663,2025-26,Regular Season,2026-01-08
0022500659,2025-26,Regular Season,2026-01-09
0022500657,2025-26,Regular Season,2026-01-09
0022500658,2025-26,Regular Season,2026-01-09
0022500660,2025-26,Regular Season,2026-01-09
0022500661,2025-26,Regular Season,2026-01-09
0022500662,2025-26,Regular Season,2026-01-09
0022500663,2025-26,Regular Season,2026-01-09
0022500659,2025-26,Regular Season,2026-01-10
0022500657,2025-26,Regular Season,2026-01-10
0022500658,2025-26,Regular Season,2026-01-10
0022500660,2025-26,Regular Season,2026-01-10
0022500661,2025-26,Regular Season,2026-01-10
0022500662,2025-26,Regular Season,2026-01-10
0022500663,2025-26,Regular Season,2026-01-10
0022500659,2025-26,Regular Season,2026-01-11
0022500657,2025-26,Regular Season,2026-01-11
0022500658,2025-26,Regular Season,2026-01-11
0022500660,2025-26,Regular Season,2026-01-11
0022500661,2025-26,Regular Season,2026-01-11
0022500662,2025-26,Regular Season,2026-01-11
0022500663,2025-26,Regular Season,2026-01-11
0022500659,2025-26,Regular Season,2026-01-12
0022500657,2025-26,Regular Season,2026-01-12
0022500658,2025-26,Regular Season,2026-01-12
0022500660,2025-26,Regular Season,2026-01-12
0022500661,2025-26,Regular Season,2026-01-12
0022500662,2025-26,Regular Season,2026-01-12
0022500663,2025-26,Regular Season,2026-01-12
0022500659,2025-26,Regular Season,2026-01-13
0022500657,2025-26,Regular Season,2026-01-13
0022500658,2025-26,Regular Season,2026-01-13
0022500660,2025-26,Regular Season,2026-01-13
0022500661,2025-26,Regular Season,2026-01-13
0022500662,2025-26,Regular Season,2026-01-13
0022500663,2025-26,Regular Season,2026-01-13
0022500659,2025-26,Regular Season,2026-01-14
0022500657,2025-26,Regular Season,2026-01-14
0022500658,2025-26,Regular Season,2026-01-14
0022500660,2025-26,Regular Season,2026-01-14
0022500661,2025-26,Regular Season,2026-01-14
0022500662,2025-26,Regular Season,2026-01-14
0022500663,2025-26,Regular Season,2026-01-14
0022500659,2025-26,Regular Season,2026-01-15
0022500657,2025-26,Regular Season,2026-01-15
0022500658,2025-26,Regular Season,2026-01-15
0022500660,2025-26,Regular Season,2026-01-15
0022500661,2025-26,Regular Season,2026-01-15
0022500662,2025-26,Regular Season,2026-01-15
0022500663,2025-26,Regular Season,2026-01-15
0022500659,2025-26,Regular Season,2026-01-16
0022500657,2025-26,Regular Season,2026-01-16
0022500658,2025-26,Regular Season,2026-01-16
0022500660,2025-26,Regular Season,2026-01-16
0022500661,2025-26,Regular Season,2026-01-16
0022500662,2025-26,Regular Season,2026-01-16
0022500663,2025-26,Regular Season,2026-01-16
0022500659,2025-26,Regular Season,2026-01-17
0022500657,2025-26,Regular Season,2026-01-17
0022500658,2025-26,Regular Season,2026-01-17
0022500660,2025-26,Regular Season,2026-01-17
0022500661,2025-26,Regular Season,2026-01-17
0022500662,2025-26,Regular Season,2026-01-17
0022500663,2025-26,Regular Season,2026-01-17
0022500659,2025-26,Regular Season,2026-01-18
0022500657,2025-26,Regular Season,2026-01-18
0022500658,2025-26,Regular Season,2026-01-18
0022500660,2025-26,Regular Season,2026-01-18
0022500661,2025-26,Regular Season,2026-01-18
0022500662,2025-26,Regular Season,2026-01-18
0022500663,2025-26,Regular Season,2026-01-18
0022500659,2025-26,Regular Season,2026-01-19
0022500657,2025-26,Regular Season,2026-01-19
0022500658,2025-26,Regular Season,2026-01-19
0022500660,2025-26,Regular Season,2026-01-19
0022500661,2025-26,Regular Season,2026-01-19
0022500662,2025-26,Regular Season,2026-01-19
0022500663,2025-26,Regular Season,2026-01-19
0022500659,2025-26,Regular Season,2026-01-20
0022500657,2025-26,Regular Season,2026-01-20
0022500658,2025-26,Regular Season,2026-01-20
0022500660,2025-26,Regular Season,2026-01-20
0022500661,2025-26,Regular Season,2026-01-20
0022500662,2025-26,Regular Season,2026-01-20
0022500663,2025-26,Regular Season,2026-01-20
0022500659,2025-26,Regular Season,2026-01-21
0022500657,2025-26,Regular Season,2026-01-21
0022500658,2025-26,Regular Season,2026-01-21
0022500660,2025-26,Regular Season,2026-01-21
0022500661,2025-26,Regular Season,2026-01-21
0022500662,2025-26,Regular Season,2026-01-21
0022500663,2025-26,Regular Season,2026-01-21
0022500659,2025-26,Regular Season,2026-01-22
0022500657,2025-26,Regular Season,2026-01-22
0022500658,2025-26,Regular Season,2026-01-22
0022500660,2025-26,Regular Season,2026-01-22
0022500661,2025-26,Regular Season,2026-01-22
0022500662,2025-26,Regular Season,2026-01-22
0022500663,2025-26,Regular Season,2026-01-22
0022500659,2025-26,Regular Season,2026-01-23
0022500657,2025-26,Regular Season,2026-01-23
0022500658,2025-26,Regular Season,2026-01-23
0022500660,2025-26,Regular Season,2026-01-23
0022500661,2025-26,Regular Season,2026-01-23
0022500662,2025-26,Regular Season,2026-01-23
0022500663,2025-26,Regular Season,2026-01-23
0022500659,2025-26,Regular Season,2026-01-24
0022500657,2025-26,Regular Season,2026-01-24
0022500658,2025-26,Regular Season,2026-01-24
0022500660,2025-26,Regular Season,2026-01-24
0022500661,2025-26,Regular Season,2026-01-24
0022500662,2025-26,Regular Season,2026-01-24
0022500663,2025-26,Regular Season,2026-01-24
0022500659,2025-26,Regular Season,2026-01-25
0022500657,2025-26,Regular Season,2026-01-25
0022500658,2025-26,Regular Season,2026-01-25
0022500660,2025-26,Regular Season,2026-01-25
0022500661,2025-26,Regular Season,2026-01-25
0022500662,2025-26,Regular Season,2026-01-25
0022500663,2025-26,Regular Season,2026-01-25
0022500659,2025-26,Regular Season,2026-01-26
0022500657,2025-26,Regular Season,2026-01-26
0022500658,2025-26,Regular Season,2026-01-26
0022500660,2025-26,Regular Season,2026-01-26
0022500661,2025-26,Regular Season,2026-01-26
0022500662,2025-26,Regular Season,2026-01-26
0022500663,2025-26,Regular Season,2026-01-26
0022500659,2025-26,Regular Season,2026-01-27
0022500657,2025-26,Regular Season,2026-01-27
0022500658,2025-26,Regular Season,2026-01-27
0022500660,2025-26,Regular Season,2026-01-27
0022500661,2025-26,Regular Season,2026-01-27
0022500662,2025-26,Regular Season,2026-01-27
0022500663,2025-26,Regular Season,2026-01-27
0022500659,2025-26,Regular Season,2025-10-01
0022500657,2025-26,Regular Season,2025-10-01
0022500658,2025-26,Regular Season,2025-10-01
0022500660,2025-26,Regular Season,2025-10-01
0022500661,2025-26,Regular Season,2025-10-01
0022500662,2025-26,Regular Season,2025-10-01
0022500663,2025-26,Regular Season,2025-10-01
0022500659,2025-26,Regular Season,2025-10-02
0022500657,2025-26,Regular Season,2025-10-02
0022500658,2025-26,Regular Season,2025-10-02
0022500660,2025-26,Regular Season,2025-10-02
0022500661,2025-26,Regular Season,2025-10-02
0022500662,2025-26,Regular Season,2025-10-02
0022500663,2025-26,Regular Season,2025-10-02
0022500659,2025-26,Regular Season,2025-10-03
0022500657,2025-26,Regular Season,2025-10-03
0022500658,2025-26,Regular Season,2025-10-03
0022500660,2025-26,Regular Season,2025-10-03
0022500661,2025-26,Regular Season,2025-10-03
0022500662,2025-26,Regular Season,2025-10-03
0022500663,2025-26,Regular Season,2025-10-03
0022500659,2025-26,Regular Season,2025-10-04
0022500657,2025-26,Regular Season,2025-10-04
0022500658,2025-26,Regular Season,2025-10-04
0022500660,2025-26,Regular Season,2025-10-04
0022500661,2025-26,Regular Season,2025-10-04
0022500662,2025-26,Regular Season,2025-10-04
0022500663,2025-26,Regular Season,2025-10-04
0022500659,2025-26,Regular Season,2025-10-05
0022500657,2025-26,Regular Season,2025-10-05
0022500658,2025-26,Regular Season,2025-10-05
0022500660,2025-26,Regular Season,2025-10-05
0022500661,2025-26,Regular Season,2025-10-05
0022500662,2025-26,Regular Season,2025-10-05
0022500663,2025-26,Regular Season,2025-10-05
0022500659,2025-26,Regular Season,2025-10-06
0022500657,2025-26,Regular Season,2025-10-06
0022500658,2025-26,Regular Season,2025-10-06
0022500660,2025-26,Regular Season,2025-10-06
0022500661,2025-26,Regular Season,2025-10-06
0022500662,2025-26,Regular Season,2025-10-06
0022500663,2025-26,Regular Season,2025-10-06
0022500659,2025-26,Regular Season,2025-10-07
0022500657,2025-26,Regular Season,2025-10-07
0022500658,2025-26,Regular Season,2025-10-07
0022500660,2025-26,Regular Season,2025-10-07
0022500661,2025-26,Regular Season,2025-10-07
0022500662,2025-26,Regular Season,2025-10-07
0022500663,2025-26,Regular Season,2025-10-07
0022500659,2025-26,Regular Season,2025-10-08
0022500657,2025-26,Regular Season,2025-10-08
0022500658,2025-26,Regular Season,2025-10-08
0022500660,2025-26,Regular Season,2025-10-08
0022500661,2025-26,Regular Season,2025-10-08
0022500662,2025-26,Regular Season,2025-10-08
0022500663,2025-26,Regular Season,2025-10-08
0022500659,2025-26,Regular Season,2025-10-09
0022500657,2025-26,Regular Season,2025-10-09
0022500658,2025-26,Regular Season,2025-10-09
0022500660,2025-26,Regular Season,2025-10-09
0022500661,2025-26,Regular Season,2025-10-09
0022500662,2025-26,Regular Season,2025-10-09
0022500663,2025-26,Regular Season,2025-10-09
0022500659,2025-26,Regular Season,2025-10-10
0022500657,2025-26,Regular Season,2025-10-10
0022500658,2025-26,Regular Season,2025-10-10
0022500660,2025-26,Regular Season,2025-10-10
0022500661,2025-26,Regular Season,2025-10-10
0022500662,2025-26,Regular Season,2025-10-10
0022500663,2025-26,Regular Season,2025-10-10
0022500659,2025-26,Regular Season,2025-10-11
0022500657,2025-26,Regular Season,2025-10-11
0022500658,2025-26,Regular Season,2025-10-11
0022500660,2025-26,Regular Season,2025-10-11
0022500661,2025-26,Regular Season,2025-10-11
0022500662,2025-26,Regular Season,2025-10-11
0022500663,2025-26,Regular Season,2025-10-11
0022500659,2025-26,Regular Season,2025-10-12
0022500657,2025-26,Regular Season,2025-10-12
0022500658,2025-26,Regular Season,2025-10-12
0022500660,2025-26,Regular Season,2025-10-12
0022500661,2025-26,Regular Season,2025-10-12
0022500662,2025-26,Regular Season,2025-10-12
0022500663,2025-26,Regular Season,2025-10-12
0022500659,2025-26,Regular Season,2025-10-13
0022500657,2025-26,Regular Season,2025-10-13
0022500658,2025-26,Regular Season,2025-10-13
0022500660,2025-26,Regular Season,2025-10-13
0022500661,2025-26,Regular Season,2025-10-13
0022500662,2025-26,Regular Season,2025-10-13
0022500663,2025-26,Regular Season,2025-10-13
0022500659,2025-26,Regular Season,2025-10-14
0022500657,2025-26,Regular Season,2025-10-14
0022500658,2025-26,Regular Season,2025-10-14
0022500660,2025-26,Regular Season,2025-10-14
0022500661,2025-26,Regular Season,2025-10-14
0022500662,2025-26,Regular Season,2025-10-14
0022500663,2025-26,Regular Season,2025-10-14
0022500659,2025-26,Regular Season,2025-10-15
0022500657,2025-26,Regular Season,2025-10-15
0022500658,2025-26,Regular Season,2025-10-15
0022500660,2025-26,Regular Season,2025-10-15
0022500661,2025-26,Regular Season,2025-10-15
0022500662,2025-26,Regular Season,2025-10-15
0022500663,2025-26,Regular Season,2025-10-15
0022500659,2025-26,Regular Season,2025-10-16
0022500657,2025-26,Regular Season,2025-10-16
0022500658,2025-26,Regular Season,2025-10-16
0022500660,2025-26,Regular Season,2025-10-16
0022500661,2025-26,Regular Season,2025-10-16
0022500662,2025-26,Regular Season,2025-10-16
0022500663,2025-26,Regular Season,2025-10-16
0022500659,2025-26,Regular Season,2025-10-17
0022500657,2025-26,Regular Season,2025-10-17
0022500658,2025-26,Regular Season,2025-10-17
0022500660,2025-26,Regular Season,2025-10-17
0022500661,2025-26,Regular Season,2025-10-17
0022500662,2025-26,Regular Season,2025-10-17
0022500663,2025-26,Regular Season,2025-10-17
0022500659,2025-26,Regular Season,2025-10-18
0022500657,2025-26,Regular Season,2025-10-18
0022500658,2025-26,Regular Season,2025-10-18
0022500660,2025-26,Regular Season,2025-10-18
0022500661,2025-26,Regular Season,2025-10-18
0022500662,2025-26,Regular Season,2025-10-18
0022500663,2025-26,Regular Season,2025-10-18
0022500659,2025-26,Regular Season,2025-10-19
0022500657,2025-26,Regular Season,2025-10-19
0022500658,2025-26,Regular Season,2025-10-19
0022500660,2025-26,Regular Season,2025-10-19
0022500661,2025-26,Regular Season,2025-10-19
0022500662,2025-26,Regular Season,2025-10-19
0022500663,2025-26,Regular Season,2025-10-19
0022500659,2025-26,Regular Season,2025-10-20
0022500657,2025-26,Regular Season,2025-10-20
0022500658,2025-26,Regular Season,2025-10-20
0022500660,2025-26,Regular Season,2025-10-20
0022500661,2025-26,Regular Season,2025-10-20
0022500662,2025-26,Regular Season,2025-10-20
0022500663,2025-26,Regular Season,2025-10-20
0022500659,2025-26,Regular Season,2025-10-21
0022500657,2025-26,Regular Season,2025-10-21
0022500658,2025-26,Regular Season,2025-10-21
0022500660,2025-26,Regular Season,2025-10-21
0022500661,2025-26,Regular Season,2025-10-21
0022500662,2025-26,Regular Season,2025-10-21
0022500663,2025-26,Regular Season,2025-10-21
0022500659,2025-26,Regular Season,2025-10-22
0022500657,2025-26,Regular Season,2025-10-22
0022500658,2025-26,Regular Season,2025-10-22
0022500660,2025-26,Regular Season,2025-10-22
0022500661,2025-26,Regular Season,2025-10-22
0022500662,2025-26,Regular Season,2025-10-22
0022500663,2025-26,Regular Season,2025-10-22
0022500659,2025-26,Regular Season,2025-10-23
0022500657,2025-26,Regular Season,2025-10-23
0022500658,2025-26,Regular Season,2025-10-23
0022500660,2025-26,Regular Season,2025-10-23
0022500661,2025-26,Regular Season,2025-10-23
0022500662,2025-26,Regular Season,2025-10-23
0022500663,2025-26,Regular Season,2025-10-23
0022500659,2025-26,Regular Season,2025-10-24
0022500657,2025-26,Regular Season,2025-10-24
0022500658,2025-26,Regular Season,2025-10-24
0022500660,2025-26,Regular Season,2025-10-24
0022500661,2025-26,Regular Season,2025-10-24
0022500662,2025-26,Regular Season,2025-10-24
0022500663,2025-26,Regular Season,2025-10-24
0022500659,2025-26,Regular Season,2025-10-25
0022500657,2025-26,Regular Season,2025-10-25
0022500658,2025-26,Regular Season,2025-10-25
0022500660,2025-26,Regular Season,2025-10-25
0022500661,2025-26,Regular Season,2025-10-25
0022500662,2025-26,Regular Season,2025-10-25
0022500663,2025-26,Regular Season,2025-10-25
0022500659,2025-26,Regular Season,2025-10-26
0022500657,2025-26,Regular Season,2025-10-26
0022500658,2025-26,Regular Season,2025-10-26
0022500660,2025-26,Regular Season,2025-10-26
0022500661,2025-26,Regular Season,2025-10-26
0022500662,2025-26,Regular Season,2025-10-26
0022500663,2025-26,Regular Season,2025-10-26
0022500659,2025-26,Regular Season,2025-10-27
0022500657,2025-26,Regular Season,2025-10-27
0022500658,2025-26,Regular Season,2025-10-27
0022500660,2025-26,Regular Season,2025-10-27
0022500661,2025-26,Regular Season,2025-10-27
0022500662,2025-26,Regular Season,2025-10-27
0022500663,2025-26,Regular Season,2025-10-27
0022500659,2025-26,Regular Season,2025-10-28
0022500657,2025-26,Regular Season,2025-10-28
0022500658,2025-26,Regular Season,2025-10-28
0022500660,2025-26,Regular Season,2025-10-28
0022500661,2025-26,Regular Season,2025-10-28
0022500662,2025-26,Regular Season,2025-10-28
0022500663,2025-26,Regular Season,2025-10-28
0022500659,2025-26,Regular Season,2025-10-29
0022500657,2025-26,Regular Season,2025-10-29
0022500658,2025-26,Regular Season,2025-10-29
0022500660,2025-26,Regular Season,2025-10-29
0022500661,2025-26,Regular Season,2025-10-29
0022500662,2025-26,Regular Season,2025-10-29
0022500663,2025-26,Regular Season,2025-10-29
0022500659,2025-26,Regular Season,2025-10-30
0022500657,2025-26,Regular Season,2025-10-30
0022500658,2025-26,Regular Season,2025-10-30
0022500660,2025-26,Regular Season,2025-10-30
0022500661,2025-26,Regular Season,2025-10-30
0022500662,2025-26,Regular Season,2025-10-30
0022500663,2025-26,Regular Season,2025-10-30
0022500659,2025-26,Regular Season,2025-10-31
0022500657,2025-26,Regular Season,2025-10-31
0022500658,2025-26,Regular Season,2025-10-31
0022500660,2025-26,Regular Season,2025-10-31
0022500661,2025-26,Regular Season,2025-10-31
0022500662,2025-26,Regular Season,2025-10-31
0022500663,2025-26,Regular Season,2025-10-31
0022500659,2025-26,Regular Season,2025-11-01
0022500657,2025-26,Regular Season,2025-11-01
0022500658,2025-26,Regular Season,2025-11-01
0022500660,2025-26,Regular Season,2025-11-01
0022500661,2025-26,Regular Season,2025-11-01
0022500662,2025-26,Regular Season,2025-11-01
0022500663,2025-26,Regular Season,2025-11-01
0022500659,2025-26,Regular Season,2025-11-02
0022500657,2025-26,Regular Season,2025-11-02
0022500658,2025-26,Regular Season,2025-11-02
0022500660,2025-26,Regular Season,2025-11-02
0022500661,2025-26,Regular Season,2025-11-02
0022500662,2025-26,Regular Season,2025-11-02
0022500663,2025-26,Regular Season,2025-11-02
0022500659,2025-26,Regular Season,2025-11-03
0022500657,2025-26,Regular Season,2025-11-03
0022500658,2025-26,Regular Season,2025-11-03
0022500660,2025-26,Regular Season,2025-11-03
0022500661,2025-26,Regular Season,2025-11-03
0022500662,2025-26,Regular Season,2025-11-03
0022500663,2025-26,Regular Season,2025-11-03
0022500659,2025-26,Regular Season,2025-11-04
0022500657,2025-26,Regular Season,2025-11-04
0022500658,2025-26,Regular Season,2025-11-04
0022500660,2025-26,Regular Season,2025-11-04
0022500661,2025-26,Regular Season,2025-11-04
0022500662,2025-26,Regular Season,2025-11-04
0022500663,2025-26,Regular Season,2025-11-04
0022500659,2025-26,Regular Season,2025-11-05
0022500657,2025-26,Regular Season,2025-11-05
0022500658,2025-26,Regular Season,2025-11-05
0022500660,2025-26,Regular Season,2025-11-05
0022500661,2025-26,Regular Season,2025-11-05
0022500662,2025-26,Regular Season,2025-11-05
0022500663,2025-26,Regular Season,2025-11-05
0022500659,2025-26,Regular Season,2025-11-06
0022500657,2025-26,Regular Season,2025-11-06
0022500658,2025-26,Regular Season,2025-11-06
0022500660,2025-26,Regular Season,2025-11-06
0022500661,2025-26,Regular Season,2025-11-06
0022500662,2025-26,Regular Season,2025-11-06
0022500663,2025-26,Regular Season,2025-11-06
0022500659,2025-26,Regular Season,2025-11-07
0022500657,2025-26,Regular Season,2025-11-07
0022500658,2025-26,Regular Season,2025-11-07
0022500660,2025-26,Regular Season,2025-11-07
0022500661,2025-26,Regular Season,2025-11-07
0022500662,2025-26,Regular Season,2025-11-07
0022500663,2025-26,Regular Season,2025-11-07
0022500659,2025-26,Regular Season,2025-11-08
0022500657,2025-26,Regular Season,2025-11-08
0022500658,2025-26,Regular Season,2025-11-08
0022500660,2025-26,Regular Season,2025-11-08
0022500661,2025-26,Regular Season,2025-11-08
0022500662,2025-26,Regular Season,2025-11-08
0022500663,2025-26,Regular Season,2025-11-08
0022500659,2025-26,Regular Season,2025-11-09
0022500657,2025-26,Regular Season,2025-11-09
0022500658,2025-26,Regular Season,2025-11-09
0022500660,2025-26,Regular Season,2025-11-09
0022500661,2025-26,Regular Season,2025-11-09
0022500662,2025-26,Regular Season,2025-11-09
0022500663,2025-26,Regular Season,2025-11-09
0022500659,2025-26,Regular Season,2025-11-10
0022500657,2025-26,Regular Season,2025-11-10
0022500658,2025-26,Regular Season,2025-11-10
0022500660,2025-26,Regular Season,2025-11-10
0022500661,2025-26,Regular Season,2025-11-10
0022500662,2025-26,Regular Season,2025-11-10
0022500663,2025-26,Regular Season,2025-11-10
0022500659,2025-26,Regular Season,2025-11-11
0022500657,2025-26,Regular Season,2025-11-11
0022500658,2025-26,Regular Season,2025-11-11
0022500660,2025-26,Regular Season,2025-11-11
0022500661,2025-26,Regular Season,2025-11-11
0022500662,2025-26,Regular Season,2025-11-11
0022500663,2025-26,Regular Season,2025-11-11
0022500659,2025-26,Regular Season,2025-11-12
0022500657,2025-26,Regular Season,2025-11-12
0022500658,2025-26,Regular Season,2025-11-12
0022500660,2025-26,Regular Season,2025-11-12
0022500661,2025-26,Regular Season,2025-11-12
0022500662,2025-26,Regular Season,2025-11-12
0022500663,2025-26,Regular Season,2025-11-12
0022500659,2025-26,Regular Season,2025-11-13
0022500657,2025-26,Regular Season,2025-11-13
0022500658,2025-26,Regular Season,2025-11-13
0022500660,2025-26,Regular Season,2025-11-13
0022500661,2025-26,Regular Season,2025-11-13
0022500662,2025-26,Regular Season,2025-11-13
0022500663,2025-26,Regular Season,2025-11-13
0022500659,2025-26,Regular Season,2025-11-14
0022500657,2025-26,Regular Season,2025-11-14
0022500658,2025-26,Regular Season,2025-11-14
0022500660,2025-26,Regular Season,2025-11-14
0022500661,2025-26,Regular Season,2025-11-14
0022500662,2025-26,Regular Season,2025-11-14
0022500663,2025-26,Regular Season,2025-11-14
0022500659,2025-26,Regular Season,2025-11-15
0022500657,2025-26,Regular Season,2025-11-15
0022500658,2025-26,Regular Season,2025-11-15
0022500660,2025-26,Regular Season,2025-11-15
0022500661,2025-26,Regular Season,2025-11-15
0022500662,2025-26,Regular Season,2025-11-15
0022500663,2025-26,Regular Season,2025-11-15
0022500659,2025-26,Regular Season,2025-11-16
0022500657,2025-26,Regular Season,2025-11-16
0022500658,2025-26,Regular Season,2025-11-16
0022500660,2025-26,Regular Season,2025-11-16
0022500661,2025-26,Regular Season,2025-11-16
0022500662,2025-26,Regular Season,2025-11-16
0022500663,2025-26,Regular Season,2025-11-16
0022500659,2025-26,Regular Season,2025-11-17
0022500657,2025-26,Regular Season,2025-11-17
0022500658,2025-26,Regular Season,2025-11-17
0022500660,2025-26,Regular Season,2025-11-17
0022500661,2025-26,Regular Season,2025-11-17
0022500662,2025-26,Regular Season,2025-11-17
0022500663,2025-26,Regular Season,2025-11-17
0022500659,2025-26,Regular Season,2025-11-18
0022500657,2025-26,Regular Season,2025-11-18
0022500658,2025-26,Regular Season,2025-11-18
0022500660,2025-26,Regular Season,2025-11-18
0022500661,2025-26,Regular Season,2025-11-18
0022500662,2025-26,Regular Season,2025-11-18
0022500663,2025-26,Regular Season,2025-11-18
0022500659,2025-26,Regular Season,2025-11-19
0022500657,2025-26,Regular Season,2025-11-19
0022500658,2025-26,Regular Season,2025-11-19
0022500660,2025-26,Regular Season,2025-11-19
0022500661,2025-26,Regular Season,2025-11-19
0022500662,2025-26,Regular Season,2025-11-19
0022500663,2025-26,Regular Season,2025-11-19
0022500659,2025-26,Regular Season,2025-11-20
0022500657,2025-26,Regular Season,2025-11-20
0022500658,2025-26,Regular Season,2025-11-20
0022500660,2025-26,Regular Season,2025-11-20
0022500661,2025-26,Regular Season,2025-11-20
0022500662,2025-26,Regular Season,2025-11-20
0022500663,2025-26,Regular Season,2025-11-20
0022500659,2025-26,Regular Season,2025-11-21
0022500657,2025-26,Regular Season,2025-11-21
0022500658,2025-26,Regular Season,2025-11-21
0022500660,2025-26,Regular Season,2025-11-21
0022500661,2025-26,Regular Season,2025-11-21
0022500662,2025-26,Regular Season,2025-11-21
0022500663,2025-26,Regular Season,2025-11-21
0022500659,2025-26,Regular Season,2025-11-22
0022500657,2025-26,Regular Season,2025-11-22
0022500658,2025-26,Regular Season,2025-11-22
0022500660,2025-26,Regular Season,2025-11-22
